artist,track,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,time_signature,genre
Christian L√∂ffler,Pastoral,55.0,0.163,0.191,10.0,-20.924,1,0.0365,0.937,0.959,0.0961,0.0335,105.104,220.63,3,1
Mark Ronson,Uptown Funk (feat. Bruno Mars) - Radio Edit,48.0,0.823,0.66,5.964280528532017,-4.698,1,0.103,0.00681,2.7e-05,0.269,0.956,114.489,228.493,4,9
Rosie Flores,Simple Case of the Blues,38.0,0.65,0.63,11.0,-6.787,0,0.04,0.278,8.55e-05,0.119,0.74,107.69,218.747,4,2
Ayron Jones,Take Me Away,57.0,0.475,0.844,1.0,-4.448,0,0.0622,0.00012,0.111,0.221,0.554,156.136,246.933,4,10
Dream Drop,Reckless Demon Youth,35.0,0.375,0.927,6.0,-5.385,0,0.123,0.000111,8.99e-06,0.193,0.414,183.998,183.04,4,8
Langston Hughes,I Have Known Rivers,10.0,0.713,0.146,3.0,-14.163,1,0.54,0.784,0.1773476204719195,0.212,0.474,89.267,66.49,5,5
Abby Wolfe,Take It Slow,40.0,0.676,0.537,10.0,-7.974,1,0.0333,0.51,0.1773476204719195,0.0898,0.388,88.001,181.569,4,9
Eagles,Life in the Fast Lane - 2013 Remaster,72.0,0.667,0.755,9.0,-7.246,1,0.069,0.0966,6.94e-05,0.0523,0.883,109.535,0.004770333329999999,4,10
Die Apokalyptischen Reiter,Tiki,34.0,0.408,0.943,5.964280528532017,-5.247,1,0.129,0.0058,0.642,0.343,0.16,98.089,152.252,4,8
Icon of Sin,Virtual Empire,33.0,0.494,0.958,4.0,-7.765,0,0.0511,0.0361,0.000226,0.387,0.313,145.055,352.943,4,8
Spirit Adrift,Supernaut,32.0,0.425,0.925,7.0,-6.246,1,0.105,2.22e-05,0.0723,0.0973,0.313,118.066,282.978,4,8
Eric B. & Rakim,Microphone Fiend,48.0,0.586,0.795,11.0,-8.71,1,0.258,0.354,0.1773476204719195,0.187,0.694,94.101,314.6,4,5
"Kayla Nicole, Taylor Girlz",Bundles (feat. Taylor Girlz),78.0,0.939,0.682,11.0,-5.931,1,0.306,0.00152,0.1773476204719195,0.0552,0.584,130.022,0.0025800999999999997,4,9
The Rapture,How Deep Is Your Love?,52.0,0.472,0.826,9.0,-3.938,0,0.0594,0.000617,0.000713,0.187,0.132,122.326,385.92,4,10
A Day To Remember,All I Want,64.0,0.349,0.981,2.0,-3.228,0,0.141,2.58e-05,0.1773476204719195,0.343,0.207,160.042,202.64,4,10
Morgan Evans,Love Is Real,58.0,0.645,0.732,3.0,-5.089,1,0.0453,0.00853,2.62e-05,0.198,0.708,95.02,0.002716216667,4,4
Wilco,Random Name Generator,39.0,0.621,0.962,2.0,-6.469,1,0.0454,0.282,0.126,0.132,0.653,143.99,229.489,4,6
DOECHII,Yucky Blucky Fruitcake,71.0,0.597,0.617,8.0,-7.482,0,0.282,0.463,0.1773476204719195,0.66,0.889,97.923,0.004592,4,9
Brothers Osborne,I Don't Remember Me (Before You),61.0,0.614,0.614,4.0,-7.497,0,0.0314,0.104,3.59e-05,0.104,0.598,146.03,0.0032113333329999998,4,4
Zero 9:36,Come Thru,51.0,0.613,0.86,4.0,-4.065,1,0.0425,0.0247,0.1773476204719195,0.438,0.638,93.042,177.227,4,10
Róisín O,Lose You to Love Me,47.0,0.349,0.0929,6.0,-15.315,1,0.0529,0.944,0.1773476204719195,0.0864,0.293,176.177,0.00396591667,3,0
DIIV,Skin Game,43.0,0.484,0.754,6.0,-6.326,0,0.0383,0.00011,0.806,0.123,0.399,124.971,265.467,4,10
The Swellers,The Best I Ever Had,49.0,0.359,0.983,2.0,-3.69,0,0.0864,9.09e-05,3.54e-05,0.335,0.486,193.042,239.56,4,10
Emery,Walls,46.0,0.274,0.915,1.0,-5.259,0,0.167,0.0139,7.37e-05,0.161,0.419,169.161,203.707,4,10
Lionel Richie,Stuck On You - Live,22.0,0.439,0.682,4.0,-9.044,1,0.042,0.113,1.1e-05,0.973,0.345,142.113,0.00433955,4,9
Foo Fighters,All My Life,73.0,0.577,0.604,5.0,-5.703,1,0.0495,0.000218,0.000579,0.477,0.637,167.719,263.44,4,10
Gucci Mane,Jumped Out the Whip (feat. A$AP Rocky),43.0,0.811,0.46,2.0,-5.924,1,0.351,0.0694,0.1773476204719195,0.13,0.4,141.937,216.373,4,5
"Luiz Bonfá, Panos Megarchiotis",Passeio No Rio - Arranged by Carlos Barbosa-Lima,40.0,0.571,0.158,2.0,-16.835,1,0.0779,0.964,0.919,0.108,0.308,114.315,0.0030682333329999996,4,7
Concha Piquer,Ojos verdes,35.0,0.658,0.12,5.964280528532017,-9.397,0,0.136,0.983,0.1773476204719195,0.101,0.278,104.208,198.213,3,9
Supergrass,"Tales of Endurance, Pt. 4, 5 & 6",53.0,0.282,0.648,9.0,-7.604,0,0.0291,0.012,0.401,0.216,0.117,91.536,331.427,4,1
The New Respects,Trouble,43.0,0.516,0.7,2.0,-5.621,1,0.0631,0.0182,0.1773476204719195,0.689,0.343,147.914,203.187,4,10
Julia Jacklin,Pressure To Party,48.0,0.471,0.811,4.0,-3.956,1,0.0389,0.000125,4.08e-05,0.117,0.37,141.967,182.307,4,6
Little G Weevil,Apple Picker (Acoustic),37.0,0.692,0.102,5.964280528532017,-11.721,1,0.061,0.818,0.00328,0.337,0.475,114.136,336.863,4,2
Lazy Queen,Self-care 101,17.0,0.415,0.774,1.0,-6.445,1,0.041,0.00403,0.1773476204719195,0.205,0.466,87.415,320.522,4,10
No Somos Marineros,Los Bajos Fondos,33.0,0.483,0.603,4.0,-9.907,1,0.0386,0.348,0.878,0.0911,0.0907,179.392,173.107,3,10
Ghost Town Blues Band,Tip of My Hat (Live),33.0,0.799,0.73,5.964280528532017,-6.648,1,0.0414,0.29,9.74e-05,0.975,0.898,120.336,268.65,4,2
"Keethan, Pavitra Krishnan, Shravan Sridhar",Seher,34.0,0.315,0.565,11.0,-8.667,1,0.0369,0.65,0.671,0.107,0.0617,99.49,0.00348,4,0
Amaranthe,Archangel,60.0,0.407,0.967,5.964280528532017,-7.104,1,0.0666,0.000316,0.00142,0.089,0.227,180.027,203.373,4,8
Acollective,Happiest of All Memorial Days,37.0,0.412,0.51,6.0,-8.276,0,0.0298,0.348,0.57,0.0787,0.23,147.904,281.093,4,6
No Memories of Tomorrow,Graeme James,8.0,0.579,0.304,2.0,-14.271,0,0.0301,0.751,0.0612,0.129,0.479,129.867,0.004346549999999999,4,0
The All-American Rejects,"Swing, Swing",68.0,0.553,0.717,7.0,-5.857,1,0.0318,6.48e-05,0.128,0.0385,0.318,127.947,233.267,4,9
Nattali Rize,Indestructible,41.0,0.845,0.681,6.0,-4.693,0,0.111,0.265,0.1773476204719195,0.0519,0.654,86.001,183.694,4,10
Apoorva Krishna,Tinky Winky,13.0,0.293,0.877,7.0,-4.172,1,0.0486,0.0849,0.392,0.0787,0.87,171.47,317.784,4,6
Ronnie Robinson Trio,Pent-Up House,38.0,0.674,0.335,7.0,-13.903,1,0.0444,0.885,0.914,0.101,0.662,168.741,0.002303233333,3,7
Tay Money,Asthma Pump (with Flo Milli),65.0,0.908,0.663,1.0,-4.032,1,0.359,0.0163,0.1773476204719195,0.287,0.399,119.983,178.973,4,5
Allegaeon,Concerto in Dm,35.0,0.556,0.969,2.0,-3.778,1,0.0402,0.000119,0.829,0.378,0.325,103.994,441.035,4,8
Quami,Squeeze Me,17.0,0.694,0.907,9.0,-3.854,1,0.0458,0.0765,6.2e-05,0.13,0.573,114.98,290.6,4,5
Oasis,Whatever,56.0,0.247,0.913,7.0,-2.437,1,0.0388,0.0418,0.00839,0.257,0.34,91.157,382.267,4,6
Ghost Iris,Coda,43.0,0.489,0.994,1.0,-2.236,0,0.113,2.05e-05,0.00683,0.333,0.218,90.015,243.0,4,8
Slowdive,Alison,60.0,0.276,0.449,4.0,-11.428,1,0.0375,0.00782,0.783,0.108,0.278,101.687,230.987,4,6
Billie Eilish,I Didn't Change My Number,77.0,0.849,0.48,9.0,-5.835,1,0.226,0.612,0.269,0.295,0.677,142.021,0.00264105,4,9
Garbage,Wolves - Edit,18.0,0.484,0.956,5.0,-6.388,0,0.0357,2.59e-05,0.705,0.257,0.643,145.004,219.541,4,10
Britney Spears,Liar,40.0,0.59,0.776,6.0,-5.272,0,0.0705,0.00705,1.69e-05,0.414,0.81,159.946,0.003276883333,4,9
Ruff Sqwad,Functions On the Low,37.0,0.737,0.649,8.0,-7.709,0,0.142,0.816,0.147,0.201,0.579,139.961,282.067,4,5
Manal,Casa Con Diez Pinos,34.0,0.528,0.563,2.0,-6.975,1,0.041,0.706,0.0155,0.149,0.652,168.403,254.467,3,2
The Black Keys,Little Black Submarines,67.0,0.365,0.466,2.0,-7.514,1,0.0418,0.161,6.68e-06,0.106,0.487,95.163,251.267,4,10
Noah Cyrus,July,83.0,0.708,0.186,9.0,-8.953,0,0.042,0.868,0.1773476204719195,0.0779,0.322,72.541,156.106,4,9
Tomberlin,Wasted,55.0,0.765,0.563,4.0,-9.765,1,0.0397,0.422,0.122,0.142,0.703,93.073,149.423,4,6
The Yardbirds,Over Under Sideways Down - The Mono Album,46.0,0.529,0.861,11.0,-10.581,1,0.0784,0.292,0.225,0.314,0.387,96.52,142.507,4,6
Wolfmother,Woman,60.0,0.191,0.948,9.0,-3.496,0,0.217,2.78e-05,0.0864,0.0945,0.215,150.753,175.667,4,10
Led Zeppelin,No Quarter - Remaster,56.0,0.339,0.34,11.0,-14.377,1,0.0385,0.657,0.459,0.375,0.117,142.362,419.133,4,10
Hollow Front,Falling Apart,48.0,0.534,0.979,9.0,-3.645,0,0.0987,0.00292,0.1773476204719195,0.256,0.236,119.993,244.0,4,10
The Beatles,I Want To Hold Your Hand - Remastered 2015,72.0,0.49,0.715,7.0,-5.549,1,0.0476,0.386,0.1773476204719195,0.311,0.866,130.726,145.747,4,10
Beloved,Only Our Faces Hide,30.0,0.361,0.954,2.0,-4.097,1,0.0575,2e-05,0.223,0.309,0.176,172.944,232.853,4,10
The Cult,She Sells Sanctuary,69.0,0.55,0.765,7.0,-8.684,1,0.0287,4.76e-06,0.873,0.132,0.419,139.46,252.533,4,10
Carach Angren,Franckensteina Strataemontanus,39.0,0.57,0.916,8.0,-6.899,1,0.043,0.00439,0.138,0.135,0.359,100.041,183.008,4,8
Damien,To The Moon,49.0,0.375,0.0412,5.964280528532017,-21.749,1,0.0444,0.995,0.96,0.107,0.127,100.74,171.0,4,5
Fleshkiller,Parallel Kingdom,20.0,0.45,0.977,1.0,-4.172,1,0.122,4.26e-06,0.532,0.414,0.256,130.009,266.222,3,8
Robert Counts,What Do I Know (feat. HARDY),52.0,0.533,0.589,5.964280528532017,-6.14,1,0.0299,0.0405,0.1773476204719195,0.111,0.351,140.049,208.418,4,10
Edgar Winter's White Trash,Keep Playin' That Rock 'n' Roll,16.0,0.695,0.864,9.0,-9.509,1,0.0344,0.0935,0.1773476204719195,0.222,0.962,129.613,224.707,4,2
Julia Kent,Carapace,31.0,0.479,0.325,4.0,-14.01,0,0.0333,0.161,0.752,0.104,0.222,132.046,211.216,4,1
Michael Chapman,The Man Who Hated Mornings,33.0,0.551,0.58,5.964280528532017,-8.581,1,0.0363,0.493,0.0559,0.213,0.473,63.321,247.224,4,2
"Arthur ""Big Boy"" Crudup",My Mama Don't Allow Me,30.0,0.621,0.118,2.0,-14.222,1,0.0393,0.993,0.000878,0.12,0.474,93.082,190.041,4,2
Big Brother & The Holding Company,Piece of My Heart,69.0,0.443,0.727,4.0,-7.951,1,0.145,0.263,0.000141,0.169,0.566,160.82,253.333,4,10
Timothy Kay Band,I'll Know,51.0,0.445,0.159,5.964280528532017,-14.159,1,0.0419,0.924,0.865,0.113,0.155,68.868,0.005018849999999999,4,7
Cody Johnson,Sad Songs and Waltzes (with Willie Nelson),54.0,0.546,0.351,11.0,-8.279,1,0.0271,0.701,3.14e-06,0.0997,0.283,105.79,211.867,3,1
Britney Spears,Just Like Me,45.58235799775177,0.753,0.591,9.0,-7.091,0,0.045,0.0741,1.87e-05,0.108,0.563,101.941,0.002742216667,4,9
The Weeknd,Save Your Tears,93.0,0.68,0.826,5.964280528532017,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215.627,4,9
SOJA,Something To Believe In,35.0,0.812,0.645,5.964280528532017,-5.044,1,0.0377,0.499,0.1773476204719195,0.0793,0.724,139.974,209.824,4,10
Best Friends Club,Evil Containment Wave (Part II),20.0,0.814,0.569,9.0,-13.422,0,0.0796,0.554,0.821,0.132,0.514,120.005,250.0,4,9
Van Halen,Hot For Teacher,69.0,0.552,0.947,2.0,-4.671,1,0.15,0.000652,0.00025,0.0637,0.465,127.631,282.747,4,10
Johnny Adams,It Ain't The Same Thing,12.0,0.916,0.537,9.0,-9.303,0,0.0358,0.241,0.000685,0.0549,0.908,106.951,252.907,4,2
Olivia Lunny,Sad To See You Happy,56.0,0.643,0.648,8.0,-5.734,1,0.0428,0.0139,0.1773476204719195,0.162,0.552,139.997,174.921,4,9
Rand Aldo,Desert Parade,42.0,0.211,0.109,5.964280528532017,-18.827,1,0.0371,0.882,0.937,0.0965,0.144,106.225,0.0031401500000000004,4,7
Merle Haggard,It's Not Love (But It's Not Bad),35.0,0.659,0.281,7.0,-13.564,1,0.0268,0.189,0.1773476204719195,0.112,0.518,108.287,0.00335645,4,4
"Blxst, Tyga, Ty Dolla $ign",Chosen (feat. Ty Dolla $ign),82.0,0.571,0.767,2.0,-5.16,1,0.287,0.336,0.1773476204719195,0.0809,0.605,93.421,0.00269473333,4,9
MOSSS,Here If You Want (Pale Blue),54.0,0.761,0.6,7.0,-7.348,1,0.0765,0.269,0.864,0.108,0.557,96.015,199.036,4,6
The Sounds,Painted By Numbers,47.0,0.475,0.807,3.0,-3.959,0,0.0332,0.0136,6.74e-05,0.109,0.731,145.179,200.0,4,10
The Lumineers,Ho Hey,75.0,0.682,0.471,5.964280528532017,-9.182,1,0.0301,0.765,0.1773476204719195,0.0908,0.421,79.907,163.133,4,9
Charlotte Day Wilson,Take Care of You (feat. Syd),63.0,0.683,0.486,4.0,-9.726,0,0.11,0.822,0.0227,0.276,0.279,126.985,213.071,4,6
Lower Than Atlantis,Had Enough,45.0,0.561,0.823,2.0,-4.851,1,0.097,0.0029,0.00017,0.492,0.525,93.504,200.76,4,1
Jeris Johnson,One Night,54.0,0.625,0.778,1.0,-7.207,1,0.0642,0.00921,0.1773476204719195,0.103,0.961,160.039,163.492,4,1
Andi,Over,65.0,0.522,0.531,10.0,-6.459,0,0.215,0.093,0.1773476204719195,0.43,0.149,94.225,153.244,4,9
Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",80.0,0.601,0.532,10.0,-9.119,1,0.0286,0.432,6.25e-06,0.0925,0.341,136.571,0.00469355,4,10
The Ben Webster Quintet,Makin' Whoopee,40.0,0.529,0.0582,8.0,-19.131,1,0.0617,0.883,0.125,0.116,0.357,93.486,0.0045315500000000005,4,7
The Allergies,Get Yourself Some,30.0,0.731,0.647,5.0,-7.937,0,0.0355,0.00487,0.1773476204719195,0.34,0.879,108.017,180.707,4,2
Kings of Leon,Echoing,58.0,0.293,0.778,5.964280528532017,-5.581,1,0.034,0.0147,0.227,0.102,0.24,147.882,217.347,4,10
Shubha Mudgal,Awakning Main Sutti,1.0,0.276,0.659,6.0,-6.642,0,0.0352,0.00219,4.4e-05,0.146,0.309,81.611,0.006236083333,4,0
Galleons,Playing With Fire is Such a Clich√©,42.0,0.471,0.925,7.0,-4.633,1,0.0598,0.000254,2.65e-05,0.356,0.0768,100.012,303.0,4,8
Zara Larsson,Morning,34.0,0.619,0.631,11.0,-6.018,1,0.104,0.131,1.18e-06,0.246,0.772,106.309,175.305,4,9
A. K. Paul,Be Honest,38.0,0.806,0.197,5.964280528532017,-12.945,1,0.207,0.252,2.35e-06,0.0835,0.337,124.005,237.027,4,6
Marilyn Manson,Third Day Of A Seven Day Binge,49.0,0.607,0.938,5.964280528532017,-3.072,1,0.0487,0.00228,0.000709,0.149,0.65,110.014,266.702,4,8
Tori Harper,After Dark,46.0,0.647,0.512,11.0,-8.479,1,0.0381,0.856,0.1773476204719195,0.134,0.0716,111.957,0.00413833333,4,0
Saint Sister,Causing Trouble - Kormac Remix,50.0,0.306,0.54,5.0,-7.196,1,0.0414,0.625,0.00454,0.152,0.147,75.382,227.707,4,1
ISLAND,Do You Remember The Times,28.0,0.572,0.949,9.0,-3.498,1,0.0362,0.14,7.44e-05,0.0705,0.607,138.013,224.84,4,1
Don Henley,Sunset Grill,48.0,0.557,0.577,8.0,-12.175,1,0.027,0.0796,2.31e-05,0.0604,0.445,91.877,379.0,4,10
"Mukesh, Lata Mangeshkar",Aa Ab Laut Chalen,23.0,0.293,0.567,9.0,-7.705,0,0.0394,0.872,0.00212,0.44,0.669,146.359,0.004381783332999999,4,3
Ron Gallo,Kill the Medicine Man,32.0,0.41,0.823,9.0,-6.237,1,0.0655,0.0554,0.000215,0.154,0.284,90.471,153.717,4,1
Thieves Like Us,Drugs in My Body,45.0,0.689,0.657,2.0,-10.419,0,0.0449,0.00843,0.459,0.15,0.802,116.872,216.6,4,6
Dermot Kennedy,Shelter,45.58235799775177,0.368,0.274,1.0,-14.878,1,0.0413,0.956,0.0112,0.0658,0.0459,84.549,0.0045,4,0
"Car, the garden",A Kid From Bathroom,23.0,0.616,0.754,5.0,-3.887,0,0.0404,0.324,0.00049,0.0897,0.484,113.959,163.875,4,10
Sense Field,Dreams,23.0,0.505,0.659,3.0,-12.146,1,0.0256,0.0321,0.00986,0.116,0.461,101.53,262.6,1,10
Television,Venus,47.0,0.55,0.631,5.964280528532017,-11.493,1,0.0385,0.000898,0.18,0.0503,0.908,114.553,229.027,4,1
"Earth, Wind & Fire",September,80.0,0.697,0.832,9.0,-7.264,1,0.0298,0.168,0.00131,0.269,0.979,125.926,215.093,4,10
The Foxies,Screws,38.0,0.576,0.829,5.964280528532017,-4.323,0,0.0593,0.00265,0.00515,0.304,0.652,167.99,165.323,4,10
Type O Negative,Cinnamon Girl,45.0,0.484,0.913,1.0,-5.942,1,0.045,0.13,0.78,0.0992,0.465,99.052,248.333,4,8
Avril Lavigne,Head Above Water,69.0,0.578,0.694,5.0,-5.351,1,0.0706,0.0112,0.1773476204719195,0.102,0.268,129.921,220.85,4,9
Tempa T,Next Hype - Instrumental,19.0,0.869,0.761,8.0,-6.449,1,0.105,0.0016,0.829,0.0736,0.281,139.973,239.64,4,5
Viscera,Lamb to the Slaughter,33.0,0.423,0.958,7.0,-5.251,0,0.188,2.46e-05,0.127,0.388,0.174,119.967,230.5,4,8
Skating Polly,Hollywood Factory,30.0,0.605,0.722,11.0,-5.852,1,0.0517,0.47,0.000461,0.104,0.961,124.711,175.053,4,1
"Samuel Lindon, Ensemble Cordes De La Mer",La Tour - Orchestral Version,44.0,0.179,0.059,2.0,-18.992,0,0.0387,0.985,0.951,0.101,0.0845,74.702,0.002320266667,4,7
Black Pumas,Colors,66.0,0.546,0.696,4.0,-6.537,1,0.0335,0.0887,1.84e-05,0.195,0.596,89.882,246.587,4,10
The Jesus and Mary Chain,April Skies,54.0,0.545,0.717,3.0,-6.869,1,0.036,0.00417,0.406,0.136,0.589,118.515,239.621,4,10
Charlie Feathers,One Hand Loose,31.0,0.661,0.762,4.0,-9.581,1,0.038,0.792,3.38e-05,0.121,0.911,89.292,144.48,4,10
Chicocurlyhead,Modelo,47.0,0.594,0.666,3.0,-5.237,0,0.211,0.565,0.1773476204719195,0.0891,0.507,81.75,160.244,4,5
Westlife,If Your Heart's Not In It,45.58235799775177,0.533,0.565,5.964280528532017,-7.092,1,0.0249,0.399,0.1773476204719195,0.315,0.34,82.973,0.004339333333,4,9
Rochelle Jordan,Something,34.0,0.778,0.703,1.0,-5.978,0,0.0391,0.0193,4.21e-05,0.069,0.493,126.015,239.516,3,6
Nasty Cherry,Win,49.0,0.778,0.552,7.0,-5.987,1,0.0367,0.00661,0.000607,0.0815,0.499,115.032,164.203,4,1
Psymon Spine,Milk,34.0,0.765,0.476,5.964280528532017,-8.069,0,0.0969,0.213,0.0177,0.106,0.598,107.004,254.461,4,6
Power Trip,Executioner's Tax (Swing of the Axe),54.0,0.484,0.991,8.0,-4.028,0,0.0676,0.000289,0.657,0.359,0.559,167.035,225.245,4,8
Nothing,Blue Line Baby,36.0,0.248,0.687,2.0,-6.233,1,0.0393,0.00224,0.85,0.0639,0.17,164.622,270.853,4,6
Alien Sex Fiend,I Walk The Line,36.0,0.564,0.804,2.0,-11.786,1,0.0733,0.0311,0.81,0.0463,0.397,123.716,291.6,4,10
Lush,Sweetness and Light,45.0,0.46,0.878,4.0,-7.903,1,0.0514,0.326,0.813,0.0967,0.34,109.903,317.093,4,6
DJ Khaled,"I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)",83.0,0.757,0.721,4.0,-2.906,0,0.0691,0.00196,0.1773476204719195,0.647,0.364,124.036,165.366,4,9
Remi Wolf,Photo ID (with Dominic Fike),67.0,0.747,0.822,1.0,-5.15,1,0.0893,0.192,0.1773476204719195,0.288,0.862,115.937,207.927,4,6
Data,Rapture,27.0,0.541,0.882,3.0,-3.929,0,0.219,0.158,0.1773476204719195,0.079,0.423,142.867,218.373,4,1
Paladin,The River Dragon Has Come,28.0,0.485,0.975,6.0,-4.956,1,0.0692,3.07e-05,0.00077,0.0443,0.265,139.91,305.052,4,8
Michael Kiwanuka,You Ain't The Problem,59.0,0.643,0.773,1.0,-7.998,1,0.0414,0.188,0.000412,0.0986,0.653,124.538,249.333,4,9
Death Valley Girls,Street Justice,25.0,0.324,0.948,9.0,-4.609,1,0.0522,8.85e-06,0.561,0.165,0.342,90.542,160.587,4,1
The Cult,She Sells Sanctuary,69.0,0.55,0.765,7.0,-8.684,1,0.0287,4.76e-06,0.873,0.132,0.419,139.46,252.533,4,6
Part-Time Friends,Paris en ao√ªt,37.0,0.709,0.554,5.964280528532017,-9.802,1,0.0734,0.375,0.000796,0.108,0.631,138.117,210.147,4,6
Concha Piquer,Tatuaje,35.0,0.46,0.223,2.0,-8.974,0,0.138,0.995,0.0957,0.253,0.306,78.306,188.2,4,9
Arcade Fire,Wake Up,65.0,0.252,0.8,5.964280528532017,-4.845,1,0.0368,0.12,0.0538,0.118,0.29,139.361,335.333,4,1
Ana Alcaide,Elenion,40.0,0.701,0.204,4.0,-17.527,0,0.0406,0.964,0.835,0.0985,0.27,104.983,0.004314666667,3,7
TDJ,Open Air,37.0,0.667,0.51,1.0,-10.133,1,0.0436,0.176,0.00283,0.0857,0.16,141.077,251.555,4,1
Britney Spears,Don't Let Me Be the Last to Know,57.0,0.633,0.755,4.0,-6.566,1,0.0421,0.158,0.1773476204719195,0.273,0.729,138.96,0.003848883333,4,9
Institute,Bulletproof Skin,44.0,0.327,0.852,6.0,-4.798,1,0.0613,0.00295,0.1773476204719195,0.12,0.222,180.075,265.107,4,10
James Taylor,Fire and Rain - 2019 Remaster,73.0,0.597,0.271,5.0,-17.293,1,0.0394,0.766,0.0119,0.0933,0.338,76.271,203.613,4,10
James Otto,Just Got Started Lovin' You,62.0,0.705,0.606,7.0,-7.047,1,0.0243,0.159,0.00149,0.242,0.876,98.001,0.0039106666670000005,4,4
elegant slims,Not Human,46.0,0.52,0.815,11.0,-4.758,0,0.0488,0.00172,1.92e-06,0.089,0.466,91.972,199.387,4,10
Ms. Lauryn Hill,Lost Ones,61.0,0.832,0.749,2.0,-6.129,1,0.37,0.0998,3.74e-06,0.0837,0.65,94.899,333.907,4,5
Goldfinger,Put The Knife Away,45.0,0.241,0.916,8.0,-3.9,1,0.168,0.000868,0.1773476204719195,0.031,0.67,186.797,177.924,4,10
Dire Straits,Money For Nothing,42.0,0.666,0.667,2.0,-9.305,0,0.0371,0.043,0.0005,0.074,0.679,134.219,0.008515549999999998,4,10
Bleachers,Chinatown (feat. Bruce Springsteen),64.0,0.442,0.689,4.0,-5.289,1,0.0251,0.00458,0.1773476204719195,0.11,0.208,89.001,247.968,3,6
MAX RAD,Where Are We Now?,32.0,0.742,0.657,9.0,-10.579,0,0.105,0.0687,0.000613,0.274,0.656,107.479,197.477,4,6
The Faint,The Geeks Were Right,37.0,0.737,0.668,5.0,-6.261,0,0.0323,0.00405,6.04e-05,0.385,0.961,131.009,176.24,4,6
Kojaque,Town's Dead,45.0,0.529,0.746,8.0,-8.288,1,0.0649,0.0271,7.94e-06,0.158,0.184,83.978,186.334,4,10
Limp Bizkit,Take A Look Around,72.0,0.425,0.852,11.0,-5.607,1,0.046,0.0175,0.306,0.0935,0.512,101.968,321.04,4,10
Freddie King,Going Down,59.0,0.565,0.526,5.964280528532017,-11.352,1,0.0365,0.0339,0.000119,0.11,0.637,167.936,204.333,4,2
Nick Hakim,QADIR - Single Version,29.0,0.766,0.488,8.0,-6.402,0,0.0595,0.257,0.0132,0.155,0.582,142.035,241.92,4,6
"Pritam, Arijit Singh","Hardum Humdum (From ""Ludo"")",50.0,0.59,0.821,2.0,-4.933,1,0.0444,0.346,8.38e-06,0.454,0.784,116.942,0.003133333333,4,3
Van Halen,Poundcake,39.0,0.487,0.948,4.0,-7.754,1,0.043,0.000662,0.102,0.0506,0.242,105.395,321.707,4,8
The Who,Behind Blue Eyes,71.0,0.394,0.622,4.0,-8.258,0,0.0336,0.213,4.45e-05,0.0892,0.342,126.844,221.427,4,10
Caitlyn Smith,Cheap Date,54.0,0.587,0.299,2.0,-6.649,1,0.0327,0.853,2.11e-06,0.149,0.184,96.657,190.067,3,9
Leroy Carr,Papa's on the House Top,29.0,0.683,0.285,3.0,-12.101,1,0.0366,0.994,0.603,0.122,0.783,94.913,175.4,4,2
Fickle Friends,Cosmic Coming of Age,46.0,0.603,0.674,6.0,-8.193,1,0.0591,0.139,3.41e-06,0.116,0.732,93.004,204.259,4,6
Trippie Redd,PILL BREAKER (feat. blackbear & Machine Gun Kelly),71.0,0.527,0.79,2.0,-6.268,1,0.0788,0.016,0.1773476204719195,0.37,0.236,153.034,177.059,3,10
bl00dwave,Blue,33.0,0.626,0.861,9.0,-7.384,0,0.0285,0.0114,0.562,0.101,0.501,110.014,146.182,4,6
Johnny Winter,Third Degree,42.0,0.256,0.573,5.964280528532017,-12.179,1,0.0408,0.141,0.0279,0.111,0.824,205.057,395.6,3,2
"Gaetano Donizetti, Academy of St. Martin in the Fields, Sir Neville Marriner",String Quartet in D - Arr. for string orchestra: 1. Allegro,20.0,0.269,0.154,9.0,-18.072,1,0.0387,0.93,0.751,0.109,0.104,134.817,0.006858216667,4,7
Chapterhouse,Breather,37.0,0.267,0.94,9.0,-7.052,1,0.0629,0.000126,0.161,0.358,0.21,155.581,258.76,4,6
ILLENIUM,Crawl Outta Love - The Glitch Mob Remix,41.0,0.476,0.798,2.0,-5.405,1,0.0869,0.00677,0.0914,0.583,0.0372,92.781,309.677,4,10
Kaiser Chiefs,Oh My God,41.0,0.367,0.938,7.0,-4.643,1,0.0464,0.0052,5.18e-06,0.428,0.556,177.916,214.88,4,1
"ATB, Topic, A7S",Your Love (9PM),88.0,0.669,0.784,7.0,-5.603,1,0.112,0.194,6.28e-06,0.115,0.517,125.993,0.00250088333,4,9
LO,Ani Oogiot,3.0,0.559,0.463,5.964280528532017,-11.841,1,0.0257,0.201,0.00226,0.122,0.155,99.014,229.52,4,6
MOSES,Cause You Got Me,46.0,0.494,0.805,1.0,-6.437,1,0.0293,0.000595,7.12e-05,0.0636,0.571,96.996,232.526,4,10
ILLENIUM,First Time,74.0,0.526,0.667,9.0,-5.451,1,0.0437,0.0505,0.1773476204719195,0.321,0.43,155.085,165.779,4,10
